mmitzrach,mida,mishkal
3837,2000,1000
3838,102,43
3838,103,109
3838,104,166
3838,700,1
3838,2000,1000
3839,102,43
3839,103,109
3839,104,166
3839,207,149
3839,700,1
3839,1202,5
3839,1204,10
3839,2000,1000
3841,102,43
3841,103,109
3841,104,166
3841,207,149
3841,700,1
3841,1202,5
3841,1204,10
3841,2000,1000
3842,102,9
3842,700,1
3842,2000,1000
3843,101,22
3843,102,34
3843,103,113
3843,104,247
3843,700,1
3843,2000,1000
3844,102,24
3844,103,60
3844,104,106
3844,700,1
3844,2000,1000
3845,200,80
3845,700,1
3845,2000,1000
3846,100,1.5
3846,300,5
3846,700,1
3846,1202,2.599999904632568
3846,2000,1000
3847,100,3.400000095367432
3847,200,63
3847,207,98
3847,700,1
3847,2000,1000
3848,102,79
3848,103,145
3848,104,290
3848,700,1
3848,2000,1000
3849,102,79
3849,103,145
3849,104,290
3849,700,1
3849,2000,1000
3850,102,79
3850,103,145
3850,104,290
3850,700,1
3850,2000,1000
3852,103,120
3852,500,7
3852,700,1
3852,2000,1000
3853,700,1
3853,2000,1000
3854,103,120
3854,700,1
3854,2000,1000
3855,300,25
3855,400,10
3855,700,1
3855,2000,1000
3857,300,25
3857,400,10
3857,700,1
3857,2000,1000
3858,300,25
3858,400,10
3858,700,1
3858,906,250
3858,912,500
3858,2000,1000
3859,300,25
3859,400,10
3859,700,1
3859,2000,1000
3861,300,25
3861,400,10
3861,700,1
3861,2000,1000
3862,300,25
3862,400,10
3862,700,1
3862,2000,1000
3863,300,25
3863,400,10
3863,700,1
3863,2000,1000
3865,300,25
3865,400,10
3865,700,1
3865,2000,1000
3867,300,25
3867,400,10
3867,700,1
3867,2000,1000
3868,300,25
3868,400,10
3868,700,1
3868,2000,1000
3872,300,25
3872,400,10
3872,700,1
3872,906,250
3872,912,500
3872,2000,1000
3873,300,25
3873,400,10
3873,700,1
3873,2000,1000
3874,300,25
3874,400,10
3874,700,1
3874,905,125
3874,906,250
3874,912,500
3874,2000,1000
3875,300,25
3875,400,10
3875,700,1
3875,906,200
3875,2000,1000
3878,300,25
3878,400,10
3878,700,1
3878,2000,1000
3879,300,25
3879,400,10
3879,700,1
3879,2000,1000
3880,300,12
3880,700,1
3880,2000,1000
3881,300,12
3881,700,1
3881,2000,1000
3882,300,12
3882,700,1
3882,2000,1000
3883,300,12
3883,700,1
3883,2000,1000
3884,700,1
3884,801,55
3884,802,126
3884,803,192
3884,2000,1000
3886,700,1
3886,801,55
3886,802,126
3886,803,192
3886,2000,1000
3888,700,1
3888,801,25
3888,802,50
3888,803,75
3888,2000,1000
3893,700,1
3893,801,25
3893,802,50
3893,803,75
3893,2000,1000
3894,700,1
3894,801,55
3894,802,126
3894,803,192
3894,2000,1000
3895,300,20
3895,400,8
3895,700,1
3895,801,50
3895,802,100
3895,803,150
3895,2000,1000
3898,300,20
3898,400,8
3898,700,1
3898,801,50
3898,802,100
3898,803,150
3898,2000,1000
3899,700,1
3899,800,100
3899,2000,1000
3900,700,1
3900,800,190
3900,2000,1000
3901,300,12
3901,700,1
3901,801,50
3901,802,100
3901,803,200
3901,900,800
3901,2000,1000
3902,102,100
3902,103,120
3902,104,152
3902,700,1
3902,1203,2
3902,2000,1000
3903,102,100
3903,103,120
3903,104,152
3903,700,1
3903,1203,2
3903,2000,1000
3905,102,100
3905,103,120
3905,104,152
3905,700,1
3905,2000,1000
3906,700,1
3906,2000,1000
3908,103,128
3908,104,162
3908,700,1
3908,2000,1000
3909,100,28
3909,700,1
3909,2000,1000
3910,102,11
3910,103,15
3910,104,19
3910,105,23
3910,700,1
3910,2000,1000
3911,102,11
3911,103,15
3911,104,19
3911,105,23
3911,700,1
3911,2000,1000
3912,102,11
3912,103,15
3912,104,19
3912,105,23
3912,700,1
3912,2000,1000
3913,102,11
3913,103,15
3913,104,19
3913,105,23
3913,700,1
3913,2000,1000
3914,200,131
3914,206,120
3914,700,1
3914,2000,1000
3916,200,135
3916,300,21
3916,700,1
3916,802,100
3916,803,200
3916,2000,1000
3917,200,135
3917,300,21
3917,700,1
3917,802,100
3917,803,200
3917,2000,1000
3918,200,135
3918,300,21
3918,700,1
3918,801,50
3918,802,100
3918,803,200
3918,2000,1000
3919,200,135
3919,300,21
3919,700,1
3919,801,50
3919,802,100
3919,803,200
3919,2000,1000
3920,200,135
3920,300,21
3920,700,1
3920,801,50
3920,802,100
3920,803,200
3920,2000,1000
3922,300,21
3922,700,1
3922,801,50
3922,802,100
3922,803,200
3922,2000,1000
3923,200,135
3923,300,21
3923,700,1
3923,801,50
3923,802,100
3923,803,200
3923,2000,1000
3924,200,135
3924,300,21
3924,700,1
3924,801,50
3924,802,100
3924,803,200
3924,2000,1000
3926,200,135
3926,300,21
3926,700,1
3926,2000,1000
3927,200,56
3927,700,1
3927,1006,34
3927,2000,1000
3928,103,164
3928,502,9
3928,700,1
3928,802,150
3928,2000,1000
3929,103,164
3929,502,9
3929,700,1
3929,802,150
3929,2000,1000
3930,103,10
3930,200,155
3930,700,1
3930,2000,1000
3931,103,10
3931,200,155
3931,700,1
3931,2000,1000
3932,200,140
3932,700,1
3932,1203,14
3932,2000,1000
3933,200,214
3933,300,12
3933,400,4
3933,700,1
3933,2000,1000
3935,102,542
3935,103,791
3935,104,1276
3935,207,70
3935,300,12
3935,400,4
3935,700,1
3935,1203,32
3935,2000,1000
3936,200,150
3936,300,12
3936,400,4
3936,700,1
3936,2000,1000
3937,101,50
3937,102,78
3937,103,130
3937,104,206
3937,700,1
3937,2000,1000
3938,102,56
3938,103,103
3938,104,154
3938,105,210
3938,700,1
3938,2000,1000
3939,102,56
3939,103,103
3939,104,154
3939,105,210
3939,700,1
3939,2000,1000
3940,102,56
3940,103,103
3940,104,154
3940,105,210
3940,700,1
3940,2000,1000
3942,102,56
3942,103,103
3942,104,154
3942,105,210
3942,700,1
3942,2000,1000
3943,102,56
3943,103,103
3943,104,154
3943,105,210
3943,700,1
3943,2000,1000
3945,102,135
3945,103,164
3945,104,200
3945,700,1
3945,2000,1000
3947,103,103
3947,700,1
3947,2000,1000
3948,200,150
3948,300,12
3948,400,4
3948,700,1
3948,2000,1000
3949,200,150
3949,300,12
3949,400,4
3949,700,1
3949,2000,1000
3950,700,1
3950,2000,1000
3951,200,74
3951,300,6
3951,700,1
3951,2000,1000
3952,101,242
3952,103,570
3952,200,124
3952,207,125
3952,700,1
3952,1212,18
3952,2000,1000
3953,101,242
3953,103,570
3953,200,124
3953,207,125
3953,700,1
3953,1212,18
3953,2000,1000
3954,207,125
3954,700,1
3954,2000,1000
3955,101,242
3955,103,570
3955,207,125
3955,700,1
3955,2000,1000
3956,205,150
3956,700,1
3956,2000,1000
3958,200,15
3958,700,1
3958,2000,1000
3959,102,150
3959,103,180
3959,104,281
3959,700,1
3959,2000,1000
3960,102,150
3960,103,180
3960,104,281
3960,700,1
3960,2000,1000
3961,102,86
3961,103,100
3961,104,114
3961,200,175
3961,300,18
3961,700,1
3961,2000,1000
3962,102,86
3962,103,100
3962,104,114
3962,200,165
3962,300,14
3962,700,1
3962,2000,1000
3963,200,165
3963,300,14
3963,700,1
3963,2000,1000
3964,102,86
3964,103,100
3964,104,114
3964,200,175
3964,300,18
3964,400,10
3964,700,1
3964,906,335
3964,2000,1000
3965,102,86
3965,103,100
3965,104,114
3965,200,165
3965,300,14
3965,700,1
3965,2000,1000
3966,100,16
3966,700,1
3966,2000,1000
3967,300,24
3967,700,1
3967,801,56
3967,2000,1000
3968,300,24
3968,700,1
3968,801,56
3968,2000,1000
3971,300,24
3971,700,1
3971,801,56
3971,2000,1000
3975,700,1
3975,801,100
3975,802,150
3975,803,300
3975,2000,1000
3976,100,17
3976,700,1
3976,2000,1000
3977,102,30
3977,103,60
3977,104,75
3977,700,1
3977,2000,1000
3978,100,83
3978,700,1
3978,2000,1000
3980,100,70
3980,700,1
3980,2000,1000
3981,205,99
3981,300,30
3981,700,1
3981,2000,1000
3982,300,33
3982,400,8
3982,700,1
3982,2000,1000
3983,700,1
3983,1205,3
3983,1211,3
3983,2000,1000
3984,100,19
3984,700,1
3984,2000,1000
3985,102,54
3985,103,107
3985,104,206
3985,700,1
3985,2000,1000
3986,200,161
3986,300,14
3986,700,1
3986,2000,1000
3987,200,161
3987,300,14
3987,700,1
3987,2000,1000
3988,200,161
3988,300,14
3988,700,1
3988,2000,1000
3989,300,25
3989,700,1
3989,2000,1000
3990,300,25
3990,700,1
3990,2000,1000
3991,300,25
3991,700,1
3991,2000,1000
3992,100,306
3992,700,1
3992,2000,1000
3994,200,161
3994,300,14
3994,700,1
3994,2000,1000
3997,300,26
3997,700,1
3997,2000,1000
3998,200,161
3998,300,14
3998,700,1
3998,2000,1000
3999,700,1
3999,802,158
3999,2000,1000
4000,700,1
4000,802,158
4000,2000,1000
4001,700,1
4001,802,158
4001,2000,1000
4002,700,1
4002,802,158
4002,2000,1000
4003,700,1
4003,802,158
4003,2000,1000
4004,700,1
4004,802,158
4004,2000,1000
4005,100,11
4005,700,1
4005,2000,1000
4006,100,9.5
4006,200,100
4006,700,1
4006,2000,1000
4007,200,81
4007,700,1
4007,2000,1000
4009,103,92
4009,200,210
4009,300,12
4009,700,1
4009,2000,1000
4010,103,92
4010,200,210
4010,300,12
4010,700,1
4010,2000,1000
4011,100,15
4011,200,185
4011,700,1
4011,2000,1000
4012,200,185
4012,700,1
4012,2000,1000
4013,200,185
4013,700,1
4013,2000,1000
4014,700,1
4014,900,210
4014,2000,1000
4015,102,5
4015,103,14
4015,104,28
4015,200,219
4015,700,1
4015,2000,1000
4016,300,4
4016,700,1
4016,2000,1000
4017,100,38
4017,200,146
4017,700,1
4017,2000,1000
4018,200,86
4018,700,1
4018,1201,1.200000047683716
4018,2000,1000
4021,200,178
4021,300,14
4021,400,6
4021,700,1
4021,801,38
4021,802,80
4021,2000,1000
4022,200,178
4022,300,14
4022,400,6
4022,700,1
4022,801,38
4022,802,80
4022,2000,1000
4023,200,178
4023,300,14
4023,400,6
4023,700,1
4023,801,38
4023,802,80
4023,2000,1000
4024,200,178
4024,300,14
4024,400,6
4024,700,1
4024,801,38
4024,802,80
4024,2000,1000
4025,300,20
4025,700,1
4025,801,50
4025,2000,1000
4027,200,184
4027,300,14.5
4027,700,1
4027,801,39
4027,2000,1000
4028,200,178
4028,300,14
4028,400,6
4028,700,1
4028,801,38
4028,802,80
4028,2000,1000
4031,200,178
4031,300,14
4031,400,6
4031,700,1
4031,801,38
4031,802,80
4031,2000,1000
4032,102,87
4032,103,133
4032,104,202
4032,700,1
4032,2000,1000
4033,200,136
4033,300,6.5
4033,700,1
4033,2000,1000
4034,102,10
4034,103,16
4034,104,22
4034,105,30
4034,700,1
4034,2000,1000
4035,102,19
4035,103,26
4035,104,37
4035,700,1
4035,2000,1000
4036,200,136
4036,300,6.5
4036,700,1
4036,2000,1000
4037,200,136
4037,300,6.5
4037,700,1
4037,2000,1000
4038,200,136
4038,300,6.5
4038,700,1
4038,2000,1000
4040,200,136
4040,300,6.5
4040,700,1
4040,2000,1000
4041,300,15
4041,400,6
4041,700,1
4041,2000,1000
4042,700,1
4042,801,50
4042,802,100
4042,803,150
4042,2000,1000
4043,102,135
4043,103,188
4043,104,298
4043,700,1
4043,2000,1000
4044,102,135
4044,103,188
4044,104,298
4044,700,1
4044,2000,1000
4045,102,135
4045,103,188
4045,104,298
4045,700,1
4045,2000,1000
4046,102,135
4046,103,188
4046,104,298
4046,700,1
4046,2000,1000
4047,102,135
4047,103,188
4047,104,298
4047,700,1
4047,2000,1000
4049,102,104
4049,103,170
4049,104,298
4049,700,1
4049,2000,1000
4052,102,104
4052,103,170
4052,104,298
4052,700,1
4052,2000,1000
4056,200,136
4056,300,6.5
4056,700,1
4056,2000,1000
4057,200,136
4057,300,6.5
4057,700,1
4057,2000,1000
4058,102,10
4058,103,16
4058,104,22
4058,105,30
4058,700,1
4058,2000,1000
4059,102,10
4059,103,16
4059,104,22
4059,105,30
4059,700,1
4059,2000,1000
4060,102,10
4060,103,16
4060,104,22
4060,105,30
4060,700,1
4060,2000,1000
4063,100,2.599999904632568
4063,200,160
4063,700,1
4063,2000,1000
4064,100,2.599999904632568
4064,200,160
4064,700,1
4064,2000,1000
4065,100,2.599999904632568
4065,200,160
4065,700,1
4065,2000,1000
4066,200,15
4066,700,1
4066,1203,0.5
4066,2000,1000
4067,102,61
4067,103,113
4067,104,144
4067,200,180
4067,300,30
4067,700,1
4067,2000,1000
4068,103,116
4068,700,1
4068,2000,1000
4069,103,116
4069,700,1
4069,2000,1000
4070,103,10
4070,200,158
4070,700,1
4070,2000,1000
4071,300,8.600000381469727
4071,700,1
4071,2000,1000
4072,300,12
4072,700,1
4072,2000,1000
4073,700,1
4073,900,50
4073,2000,1000
4074,400,6
4074,700,1
4074,2000,1000
4075,200,135
4075,300,21
4075,700,1
4075,801,50
4075,802,100
4075,803,200
4075,2000,1000
4076,200,135
4076,300,21
4076,700,1
4076,801,50
4076,802,100
4076,803,200
4076,2000,1000
4077,200,135
4077,300,21
4077,700,1
4077,801,50
4077,802,100
4077,803,200
4077,2000,1000
4078,200,135
4078,300,21
4078,700,1
4078,801,50
4078,802,100
4078,803,200
4078,2000,1000
4080,200,135
4080,300,21
4080,700,1
4080,801,50
4080,802,100
4080,803,200
4080,2000,1000
4082,200,96
4082,300,30
4082,700,1
4082,2000,1000
4083,501,30
4083,502,50
4083,700,1
4083,2000,1000
4084,200,96
4084,300,36
4084,400,16
4084,700,1
4084,2000,1000
4086,200,152
4086,300,30
4086,400,10
4086,700,1
4086,2000,1000
4087,300,12
4087,700,1
4087,801,50
4087,802,100
4087,803,200
4087,900,800
4087,2000,1000
4088,700,1
4088,801,56
4088,802,115
4088,803,174
4088,2000,1000
4089,700,1
4089,801,56
4089,802,115
4089,803,174
4089,2000,1000
4091,700,1
4091,801,56
4091,802,115
4091,803,174
4091,2000,1000
4092,700,1
4092,801,56
4092,802,115
4092,803,174
4092,2000,1000
4094,502,7
4094,700,1
4094,1204,14
4094,2000,1000
4096,102,61
4096,103,113
4096,104,144
4096,200,180
4096,300,30
4096,700,1
4096,2000,1000
4097,102,61
4097,103,113
4097,104,144
4097,200,180
4097,300,30
4097,700,1
4097,2000,1000
4098,700,1
4098,800,240
4098,900,800
4098,2000,1000
4099,700,1
4099,800,172
4099,2000,1000
4101,700,1
4101,900,800
4101,2000,1000
4102,102,61
4102,103,113
4102,104,144
4102,200,180
4102,300,17
4102,700,1
4102,2000,1000
4103,200,200
4103,300,28
4103,700,1
4103,2000,1000
4104,200,180
4104,300,30
4104,700,1
4104,2000,1000
4106,200,180
4106,300,30
4106,700,1
4106,2000,1000
4107,102,44
4107,103,100
4107,104,168
4107,700,1
4107,2000,1000
4109,102,44
4109,103,100
4109,104,202
4109,700,1
4109,2000,1000
4110,102,44
4110,103,100
4110,104,202
4110,700,1
4110,2000,1000
4111,102,44
4111,103,100
4111,104,202
4111,700,1
4111,2000,1000
4113,102,44
4113,103,100
4113,104,202
4113,700,1
4113,2000,1000
4117,102,44
4117,103,100
4117,104,168
4117,700,1
4117,2000,1000
4118,102,44
4118,103,100
4118,104,168
4118,700,1
4118,2000,1000
4119,102,30
4119,103,60
4119,104,75
4119,700,1
4119,2000,1000
4120,700,1
4120,801,100
4120,802,150
4120,803,300
4120,2000,1000
4121,101,50
4121,102,78
4121,103,130
4121,104,206
4121,700,1
4121,2000,1000
4122,200,152
4122,300,12
4122,700,1
4122,801,50
4122,802,100
4122,803,150
4122,2000,1000
4123,200,152
4123,300,30
4123,400,10
4123,700,1
4123,2000,1000
4124,200,160
4124,700,1
4124,2000,1000
4125,200,152
4125,300,30
4125,400,10
4125,700,1
4125,2000,1000
4128,200,150
4128,300,12
4128,700,1
4128,801,50
4128,802,100
4128,803,150
4128,900,800
4128,2000,1000
4129,200,152
4129,300,30
4129,400,10
4129,700,1
4129,2000,1000
4131,200,140
4131,300,30
4131,400,10
4131,700,1
4131,2000,1000
4132,200,152
4132,300,30
4132,400,10
4132,700,1
4132,2000,1000
4133,200,150
4133,300,12
4133,700,1
4133,801,50
4133,802,100
4133,803,150
4133,2000,1000
4135,200,140
4135,300,30
4135,400,10
4135,700,1
4135,2000,1000
4136,200,152
4136,300,30
4136,400,10
4136,700,1
4136,2000,1000
4137,200,152
4137,300,30
4137,400,10
4137,700,1
4137,2000,1000
4140,300,24
4140,700,1
4140,2000,1000
4141,101,50
4141,102,78
4141,103,130
4141,104,206
4141,700,1
4141,2000,1000
4142,200,145
4142,300,31
4142,700,1
4142,2000,1000
4143,700,1
4143,1003,360
4143,2000,1000
4144,700,1
4144,1003,360
4144,2000,1000
4145,200,152
4145,300,30
4145,400,10
4145,700,1
4145,2000,1000
4146,200,150
4146,300,12
4146,700,1
4146,801,50
4146,802,100
4146,803,150
4146,2000,1000
4148,700,1
4148,801,56
4148,802,115
4148,803,174
4148,900,800
4148,2000,1000
4151,100,43
4151,700,1
4151,2000,1000
4154,300,12
4154,700,1
4154,801,50
4154,802,100
4154,803,150
4154,900,800
4154,2000,1000
4157,102,33
4157,103,66
4157,104,83
4157,700,1
4157,2000,1000
4159,300,12
4159,700,1
4159,801,50
4159,802,100
4159,803,150
4159,2000,1000
4160,102,33
4160,103,66
4160,104,83
4160,700,1
4160,2000,1000
4164,101,50
4164,102,78
4164,103,130
4164,104,206
4164,700,1
4164,2000,1000
4166,300,12
4166,700,1
4166,801,50
4166,802,100
4166,803,150
4166,900,800
4166,2000,1000
4167,200,152
4167,300,30
4167,400,10
4167,700,1
4167,800,200
4167,2000,1000
4170,300,8
4170,400,4
4170,700,1
4170,2000,1000
4171,300,8
4171,400,4
4171,700,1
4171,2000,1000
4172,700,1
4172,801,40
4172,802,80
4172,803,150
4172,2000,1000
4174,700,1
4174,801,100
4174,802,150
4174,803,300
4174,2000,1000
4176,700,1
4176,1212,29.5
4176,2000,1000
4177,700,1
4177,1212,29.5
4177,2000,1000
4184,700,1
4184,1212,29.5
4184,2000,1000
4185,100,20
4185,700,1
4185,800,80
4185,900,500
4185,2000,1000
4186,102,30
4186,103,60
4186,104,75
4186,700,1
4186,2000,1000
4189,100,60
4189,700,1
4189,2000,1000
4194,700,1
4194,800,110
4194,2000,1000
4197,700,1
4197,801,100
4197,802,150
4197,803,300
4197,2000,1000
4198,501,28
4198,700,1
4198,2000,1000
4199,501,28
4199,700,1
4199,2000,1000
4200,300,24
4200,400,10
4200,602,125
4200,603,250
4200,700,1
4200,801,87
4200,2000,1000
4201,300,24
4201,400,10
4201,602,125
4201,603,250
4201,604,500
4201,700,1
4201,801,87
4201,2000,1000
4202,300,24
4202,400,10
4202,602,125
4202,603,250
4202,700,1
4202,801,87
4202,2000,1000
4203,300,24
4203,400,10
4203,602,125
4203,603,250
4203,604,500
4203,700,1
4203,801,87
4203,2000,1000
4205,200,96
4205,300,30
4205,501,28
4205,700,1
4205,800,100
4205,2000,1000
4207,300,24
4207,400,10
4207,602,125
4207,603,250
4207,700,1
4207,801,87
4207,2000,1000
4208,300,24
4208,400,10
4208,700,1
4208,2000,1000
4209,300,24
4209,400,10
4209,700,1
4209,2000,1000
4212,501,28
4212,700,1
4212,2000,1000
4213,300,24
4213,400,10
4213,602,125
4213,603,250
4213,604,500
4213,700,1
4213,801,87
4213,900,160
4213,2000,1000
4214,300,24
4214,400,10
4214,602,125
4214,603,250
4214,700,1
4214,801,87
4214,2000,1000
4218,300,24
4218,400,10
4218,602,125
4218,603,250
4218,700,1
4218,801,87
4218,2000,1000
4219,300,24
4219,400,10
4219,700,1
4219,906,400
4219,2000,1000
4221,501,28
4221,700,1
4221,2000,1000
4222,501,28
4222,700,1
4222,2000,1000
4223,200,96
4223,300,30
4223,700,1
4223,800,100
4223,2000,1000
4225,300,24
4225,400,10
4225,602,125
4225,603,250
4225,604,500
4225,700,1
4225,801,87
4225,2000,1000
4227,102,120
4227,103,150
4227,104,210
4227,700,1
4227,2000,1000
4228,102,120
4228,103,150
4228,104,210
4228,700,1
4228,2000,1000
4229,700,1
4229,2000,1000
4230,700,1
4230,801,100
4230,802,150
4230,803,300
4230,2000,1000
4231,700,1
4231,801,100
4231,802,150
4231,803,300
4231,2000,1000
4232,300,13
4232,400,6
4232,700,1
4232,2000,1000
4234,300,13
4234,400,6
4234,700,1
4234,2000,1000
4235,300,4
4235,400,2
4235,700,1
4235,2000,1000
4236,300,13
4236,400,6
4236,700,1
4236,2000,1000
4237,300,13
4237,400,6
4237,700,1
4237,2000,1000
4238,300,13
4238,400,6
4238,700,1
4238,2000,1000
4239,300,13
4239,400,6
4239,700,1
4239,2000,1000
4240,300,13
4240,400,6
4240,700,1
4240,2000,1000
4241,103,92
4241,200,210
4241,300,12
4241,700,1
4241,2000,1000
4242,102,84
4242,103,162
4242,104,285
4242,700,1
4242,2000,1000
4243,102,84
4243,103,162
4243,104,285
4243,700,1
4243,2000,1000
4244,103,92
4244,200,210
4244,300,12
4244,700,1
4244,2000,1000
4245,700,1
4245,800,130
4245,2000,1000
4246,200,63
4246,700,1
4246,2000,1000
4248,502,9
4248,700,1
4248,2000,1000
4249,300,18.5
4249,400,7
4249,700,1
4249,2000,1000
4250,300,18.5
4250,400,7
4250,700,1
4250,2000,1000
4251,300,18.5
4251,400,7
4251,700,1
4251,2000,1000
4252,300,18.5
4252,400,7
4252,401,10
4252,402,24
4252,700,1
4252,2000,1000
4253,300,18.5
4253,400,7
4253,700,1
4253,2000,1000
4254,300,18.5
4254,700,1
4254,2000,1000
4255,300,18
4255,400,6
4255,700,1
4255,2000,1000
4256,200,150
4256,700,1
4256,2000,1000
4258,700,1
4258,1212,15
4258,2000,1000
4259,300,17
4259,400,7
4259,700,1
4259,1006,107
4259,2000,1000
4260,200,150
4260,300,12
4260,400,4
4260,700,1
4260,1203,21
4260,2000,1000
4261,101,8
4261,102,25
4261,103,30
4261,104,38
4261,700,1
4261,2000,1000
4262,101,8
4262,102,25
4262,103,30
4262,104,38
4262,700,1
4262,906,320
4262,2000,1000
4263,100,24
4263,700,1
4263,2000,1000
4264,101,8
4264,102,25
4264,103,30
4264,104,38
4264,700,1
4264,2000,1000
4265,103,24
4265,700,1
4265,900,700
4265,2000,1000
4267,300,18
4267,400,10
4267,401,7
4267,402,24
4267,700,1
4267,2000,1000
4268,300,18
4268,401,6
4268,700,1
4268,2000,1000
4269,200,245
4269,700,1
4269,2000,1000
4271,300,15
4271,400,5
4271,700,1
4271,2000,1000
4272,100,10
4272,700,1
4272,2000,1000
4273,300,14
4273,400,5
4273,700,1
4273,801,10
4273,2000,1000
4274,300,14
4274,700,1
4274,905,10
4274,2000,1000
4277,100,11
4277,700,1
4277,802,158
4277,2000,1000
4278,102,3.400000095367432
4278,103,4
4278,105,4.599999904632568
4278,200,147
4278,700,1
4278,2000,1000
4279,102,2.900000095367432
4279,104,3.900000095367432
4279,200,147
4279,207,133
4279,700,1
4279,2000,1000
4280,700,1
4280,800,115
4280,2000,1000
4281,102,3.200000047683716
4281,104,4.400000095367432
4281,200,160
4281,300,15.5
4281,700,1
4281,2000,1000
4282,102,3
4282,104,5
4282,700,1
4282,2000,1000
4283,102,3
4283,104,5
4283,700,1
4283,2000,1000
4284,102,3.400000095367432
4284,103,4
4284,105,4.599999904632568
4284,200,147
4284,700,1
4284,2000,1000
4285,104,4
4285,300,15.5
4285,700,1
4285,2000,1000
4286,300,11
4286,400,5
4286,700,1
4286,2000,1000
4287,102,3.099999904632568
4287,103,4
4287,700,1
4287,2000,1000
4288,100,3
4288,700,1
4288,900,340
4288,2000,1000
4290,300,15.5
4290,400,5
4290,700,1
4290,2000,1000
4291,300,20
4291,400,9
4291,700,1
4291,2000,1000
4293,700,1
4293,800,69
4293,2000,1000
4296,102,10
4296,103,16
4296,104,22
4296,105,30
4296,700,1
4296,2000,1000
4297,102,87
4297,103,133
4297,700,1
4297,2000,1000
4299,300,21
4299,400,5
4299,700,1
4299,2000,1000
4301,700,1
4301,900,500
4301,2000,1000
4302,500,7
4302,700,1
4302,2000,1000
4303,200,170
4303,700,1
4303,2000,1000
4304,700,1
4304,1004,250
4304,2000,1000
4305,700,1
4305,1004,250
4305,2000,1000
4307,700,1
4307,1004,250
4307,2000,1000
4309,700,1
4309,1004,250
4309,2000,1000
4310,700,1
4310,1004,250
4310,2000,1000
4312,700,1
4312,801,130
4312,802,260
4312,803,390
4312,2000,1000
4314,700,1
4314,801,130
4314,802,260
4314,803,390
4314,2000,1000
4315,700,1
4315,801,130
4315,802,260
4315,803,390
4315,2000,1000
4316,700,1
4316,801,130
4316,802,260
4316,803,390
4316,2000,1000
4317,700,1
4317,801,130
4317,802,260
4317,803,390
4317,2000,1000
4318,700,1
4318,801,130
4318,802,260
4318,803,390
4318,2000,1000
4319,700,1
4319,801,130
4319,802,260
4319,803,390
4319,2000,1000
4320,700,1
4320,801,130
4320,802,260
4320,803,390
4320,2000,1000
4321,700,1
4321,801,130
4321,802,260
4321,803,390
4321,2000,1000
4326,700,1
4326,800,210
4326,2000,1000
4328,300,12
4328,400,4
4328,700,1
4328,2000,1000
4330,700,1
4330,801,130
4330,802,260
4330,803,390
4330,2000,1000
4331,700,1
4331,801,130
4331,802,260
4331,803,390
4331,2000,1000
4334,700,1
4334,801,130
4334,802,260
4334,803,390
4334,2000,1000
4336,700,1
4336,801,130
4336,802,260
4336,803,390
4336,900,93
4336,2000,1000
4338,700,1
4338,801,130
4338,802,260
4338,803,390
4338,2000,1000
4339,700,1
4339,801,130
4339,802,260
4339,803,390
4339,2000,1000
4340,700,1
4340,801,130
4340,802,260
4340,803,390
4340,2000,1000
4341,700,1
4341,801,130
4341,802,260
4341,803,390
4341,2000,1000
4342,700,1
4342,801,130
4342,802,260
4342,803,390
4342,2000,1000
4343,700,1
4343,801,130
4343,802,260
4343,803,390
4343,2000,1000
4344,700,1
4344,801,130
4344,802,260
4344,803,390
4344,2000,1000
4345,700,1
4345,801,130
4345,802,260
4345,803,390
4345,2000,1000
4348,700,1
4348,801,130
4348,802,260
4348,803,390
4348,2000,1000
4350,700,1
4350,801,130
4350,802,260
4350,803,390
4350,2000,1000
4352,700,1
4352,801,130
4352,802,260
4352,803,390
4352,2000,1000
4353,700,1
4353,801,130
4353,802,260
4353,803,390
4353,2000,1000
4355,700,1
4355,801,130
4355,802,260
4355,803,390
4355,2000,1000
4356,700,1
4356,801,130
4356,802,260
4356,803,390
4356,2000,1000
4357,700,1
4357,801,130
4357,802,260
4357,803,390
4357,2000,1000
4358,700,1
4358,801,130
4358,802,260
4358,803,390
4358,2000,1000
4360,700,1
4360,801,130
4360,802,260
4360,803,390
4360,2000,1000
4362,700,1
4362,801,130
4362,802,260
4362,803,390
4362,2000,1000
4363,700,1
4363,800,210
4363,2000,1000
4364,700,1
4364,800,210
4364,2000,1000
4370,700,1
4370,801,130
4370,802,260
4370,803,390
4370,2000,1000
4371,700,1
4371,801,130
4371,802,260
4371,803,390
4371,2000,1000
4372,700,1
4372,801,130
4372,802,260
4372,803,390
4372,2000,1000
4373,700,1
4373,801,130
4373,802,260
4373,803,390
4373,2000,1000
4374,700,1
4374,801,130
4374,802,260
4374,803,390
4374,2000,1000
4375,300,14
4375,400,4
4375,700,1
4375,2000,1000
4377,700,1
4377,908,130
4377,2000,1000
4378,700,1
4378,908,130
4378,2000,1000
4383,700,1
4383,800,300
4383,2000,1000
4384,700,1
4384,800,300
4384,2000,1000
4385,300,14
4385,400,5
4385,700,1
4385,901,200
4385,911,100
4385,2000,1000
4386,200,151
4386,300,9.399999618530273
4386,700,1
4386,2000,1000
4387,300,14
4387,400,5
4387,700,1
4387,901,100
4387,2000,1000
4388,300,14
4388,400,5
4388,700,1
4388,901,200
4388,905,10
4388,911,100
4388,2000,1000
4389,200,151
4389,300,9.399999618530273
